eco,name,pgn,uci,epd,gambit_name,eco_gambit_name
C37,"King's Gambit Accepted: Muzio Gambit, Holloway Defense",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Nc6,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 e1g1 g4f3 d1f3 b8c6,r1bqkbnr/pppp1p1p/2n5/8/2B1Pp2/5Q2/PPPP2PP/RNB2RK1 w kq -,Muzio Gambit,C37 Muzio Gambit
C37,"King's Gambit Accepted: Muzio Gambit, Kling and Horwitz Counterattack",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O Qe7,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 e1g1 d8e7,rnb1kbnr/ppppqp1p/8/8/2B1Ppp1/5N2/PPPP2PP/RNBQ1RK1 w kq -,Muzio Gambit,C37 Muzio Gambit
C37,"King's Gambit Accepted: Muzio Gambit, Sarratt Defense",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O gxf3 6. Qxf3 Qf6,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 e1g1 g4f3 d1f3 d8f6,rnb1kbnr/pppp1p1p/5q2/8/2B1Pp2/5Q2/PPPP2PP/RNB2RK1 w kq -,Muzio Gambit,C37 Muzio Gambit
C37,"King's Gambit Accepted: Muzio Gambit, Wild Muzio Gambit",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. O-O,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 e1g1,rnbqkbnr/pppp1p1p/8/8/2B1Ppp1/5N2/PPPP2PP/RNBQ1RK1 b kq -,Wild Muzio Gambit,C37 Wild Muzio Gambit
C37,King's Gambit Accepted: Quade Gambit,1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Nc3,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 b1c3,rnbqkbnr/pppp1p1p/8/6p1/4Pp2/2N2N2/PPPP2PP/R1BQKB1R b KQkq -,Quade Gambit,C37 Quade Gambit
C37,King's Gambit Accepted: Rosentreter Gambit,1. e4 e5 2. f4 exf4 3. Nf3 g5 4. d4,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 d2d4,rnbqkbnr/pppp1p1p/8/6p1/3PPp2/5N2/PPP3PP/RNBQKB1R b KQkq -,Rosentreter Gambit,C37 Rosentreter Gambit
C37,"King's Gambit Accepted: Rosentreter Gambit, Bird Gambit",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. d4 g4 5. Ne5 Qh4+ 6. g3,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 d2d4 g5g4 f3e5 d8h4 g2g3,rnb1kbnr/pppp1p1p/8/4N3/3PPppq/6P1/PPP4P/RNBQKB1R b KQkq -,Bird Gambit,C37 Bird Gambit
C37,"King's Gambit Accepted: Rosentreter Gambit, Sörensen Gambit",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. d4 g4 5. Nc3,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 d2d4 g5g4 b1c3,rnbqkbnr/pppp1p1p/8/8/3PPpp1/2N2N2/PPP3PP/R1BQKB1R b KQkq -,Sörensen Gambit,C37 Sörensen Gambit
C37,"King's Gambit Accepted: Rosentreter Gambit, Testa Variation",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. d4 g4 5. Bxf4,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 d2d4 g5g4 c1f4,rnbqkbnr/pppp1p1p/8/8/3PPBp1/5N2/PPP3PP/RN1QKB1R b KQkq -,Rosentreter Gambit,C37 Rosentreter Gambit
C37,King's Gambit Accepted: Salvio Gambit,1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 f3e5,rnbqkbnr/pppp1p1p/8/4N3/2B1Ppp1/8/PPPP2PP/RNBQK2R b KQkq -,Salvio Gambit,C37 Salvio Gambit
C37,"King's Gambit Accepted: Salvio Gambit, Anderssen Counterattack",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 Nh6 7. d4 d6,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 f3e5 d8h4 e1f1 g8h6 d2d4 d7d6,rnb1kb1r/ppp2p1p/3p3n/4N3/2BPPppq/8/PPP3PP/RNBQ1K1R w kq -,Salvio Gambit,C37 Salvio Gambit
C37,"King's Gambit Accepted: Salvio Gambit, Cochrane Gambit",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 f3,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 f3e5 d8h4 e1f1 f4f3,rnb1kbnr/pppp1p1p/8/4N3/2B1P1pq/5p2/PPPP2PP/RNBQ1K1R w kq -,Cochrane Gambit,C37 Cochrane Gambit
C37,"King's Gambit Accepted: Salvio Gambit, Santa Maria Defense",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 Nf6,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 f3e5 d8h4 e1f1 g8f6,rnb1kb1r/pppp1p1p/5n2/4N3/2B1Pppq/8/PPPP2PP/RNBQ1K1R w kq -,Salvio Gambit,C37 Salvio Gambit
C37,"King's Gambit Accepted: Salvio Gambit, Silberschmidt Defense",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 Nh6,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 f3e5 d8h4 e1f1 g8h6,rnb1kb1r/pppp1p1p/7n/4N3/2B1Pppq/8/PPPP2PP/RNBQ1K1R w kq -,Salvio Gambit,C37 Salvio Gambit
C37,"King's Gambit Accepted: Salvio Gambit, Viennese Variation",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 Nc6,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 f3e5 d8h4 e1f1 b8c6,r1b1kbnr/pppp1p1p/2n5/4N3/2B1Pppq/8/PPPP2PP/RNBQ1K1R w kq -,Salvio Gambit,C37 Salvio Gambit
C37,King's Gambit Accepted: Silberschmidt Gambit,1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 g4 5. Ne5 Qh4+ 6. Kf1 Nh6 7. d4 f3,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 g5g4 f3e5 d8h4 e1f1 g8h6 d2d4 f4f3,rnb1kb1r/pppp1p1p/7n/4N3/2BPP1pq/5p2/PPP3PP/RNBQ1K1R w kq -,Silberschmidt Gambit,C37 Silberschmidt Gambit
C37,King's Gambit Accepted: Sörensen Gambit,1. e4 e5 2. f4 exf4 3. Nf3 g5 4. d4 g4 5. Ne5,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 d2d4 g5g4 f3e5,rnbqkbnr/pppp1p1p/8/4N3/3PPpp1/8/PPP3PP/RNBQKB1R b KQkq -,Sörensen Gambit,C37 Sörensen Gambit
C38,King's Gambit Accepted: Greco Gambit,1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7 5. h4 h6 6. d4 d6 7. Nc3 c6 8. hxg5 hxg5 9. Rxh8 Bxh8 10. Ne5,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 f8g7 h2h4 h7h6 d2d4 d7d6 b1c3 c7c6 h4g5 h6g5 h1h8 g7h8 f3e5,rnbqk1nb/pp3p2/2pp4/4N1p1/2BPPp2/2N5/PPP3P1/R1BQK3 b Qq -,Greco Gambit,C38 Greco Gambit
C38,King's Gambit Accepted: Hanstein Gambit,1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7 5. O-O,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 f8g7 e1g1,rnbqk1nr/pppp1pbp/8/6p1/2B1Pp2/5N2/PPPP2PP/RNBQ1RK1 b kq -,Hanstein Gambit,C38 Hanstein Gambit
C38,King's Gambit Accepted: Mayet Gambit,1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7 5. d4 d6 6. c3,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 f8g7 d2d4 d7d6 c2c3,rnbqk1nr/ppp2pbp/3p4/6p1/2BPPp2/2P2N2/PP4PP/RNBQK2R b KQkq -,Mayet Gambit,C38 Mayet Gambit
C38,King's Gambit Accepted: Philidor Gambit,1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7 5. h4,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 f8g7 h2h4,rnbqk1nr/pppp1pbp/8/6p1/2B1Pp1P/5N2/PPPP2P1/RNBQK2R b KQkq -,Philidor Gambit,C38 Philidor Gambit
C38,"King's Gambit Accepted: Philidor Gambit, Schultz Variation",1. e4 e5 2. f4 exf4 3. Nf3 h6 4. Bc4 d6 5. d4 g5 6. h4 Bg7 7. Qd3,e2e4 e7e5 f2f4 e5f4 g1f3 h7h6 f1c4 d7d6 d2d4 g7g5 h2h4 f8g7 d1d3,rnbqk1nr/ppp2pb1/3p3p/6p1/2BPPp1P/3Q1N2/PPP3P1/RNB1K2R b KQkq -,Philidor Gambit,C38 Philidor Gambit
C38,King's Gambit Accepted: Traditional Variation,1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 f8g7,rnbqk1nr/pppp1pbp/8/6p1/2B1Pp2/5N2/PPPP2PP/RNBQK2R w KQkq -,King's Gambit,C38 King's Gambit
C39,King's Gambit Accepted: Allgaier Gambit,1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3g5,rnbqkbnr/pppp1p1p/8/6N1/4PppP/8/PPPP2P1/RNBQKB1R b KQkq -,Allgaier Gambit,C39 Allgaier Gambit
C39,"King's Gambit Accepted: Allgaier Gambit, Thorold Attack",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5 h6 6. Nxf7 Kxf7 7. d4,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3g5 h7h6 g5f7 e8f7 d2d4,rnbq1bnr/pppp1k2/7p/8/3PPppP/8/PPP3P1/RNBQKB1R b KQ -,Allgaier Gambit,C39 Allgaier Gambit
C39,"King's Gambit Accepted: Allgaier Gambit, Urusov Attack",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5 h6 6. Nxf7 Kxf7 7. Bc4+,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3g5 h7h6 g5f7 e8f7 f1c4,rnbq1bnr/pppp1k2/7p/8/2B1PppP/8/PPPP2P1/RNBQK2R b KQ -,Allgaier Gambit,C39 Allgaier Gambit
C39,"King's Gambit Accepted: Allgaier, Blackburne Gambit",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5 h6 6. Nxf7 Kxf7 7. Nc3,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3g5 h7h6 g5f7 e8f7 b1c3,rnbq1bnr/pppp1k2/7p/8/4PppP/2N5/PPPP2P1/R1BQKB1R b KQ -,Blackburne Gambit,C39 Blackburne Gambit
C39,"King's Gambit Accepted: Allgaier, Cook Variation",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5 h6 6. Nxf7 Kxf7 7. d4 d5 8. Bxf4 dxe4 9. Bc4+ Kg7 10. Be5+,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3g5 h7h6 g5f7 e8f7 d2d4 d7d5 c1f4 d5e4 f1c4 f7g7 f4e5,rnbq1bnr/ppp3k1/7p/4B3/2BPp1pP/8/PPP3P1/RN1QK2R b KQ -,King's Gambit,C39 King's Gambit
C39,"King's Gambit Accepted: Allgaier, Horny Defense",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5 h6 6. Nxf7 Kxf7 7. Qxg4 Nf6 8. Qxf4 Bd6,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3g5 h7h6 g5f7 e8f7 d1g4 g8f6 g4f4 f8d6,rnbq3r/pppp1k2/3b1n1p/8/4PQ1P/8/PPPP2P1/RNB1KB1R w KQ -,King's Gambit,C39 King's Gambit
C39,"King's Gambit Accepted: Allgaier, Schlechter Defense",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5 Nf6,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3g5 g8f6,rnbqkb1r/pppp1p1p/5n2/6N1/4PppP/8/PPPP2P1/RNBQKB1R w KQkq -,King's Gambit,C39 King's Gambit
C39,"King's Gambit Accepted: Allgaier, Urusov Attack",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5 h6 6. Nxf7 Kxf7 7. Bc4+ d5 8. Bxd5+ Kg7 9. d4,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3g5 h7h6 g5f7 e8f7 f1c4 d7d5 c4d5 f7g7 d2d4,rnbq1bnr/ppp3k1/7p/3B4/3PPppP/8/PPP3P1/RNBQK2R b KQ -,King's Gambit,C39 King's Gambit
C39,King's Gambit Accepted: Kieseritzky Gambit,1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5,rnbqkbnr/pppp1p1p/8/4N3/4PppP/8/PPPP2P1/RNBQKB1R b KQkq -,Kieseritzky Gambit,C39 Kieseritzky Gambit
C39,"King's Gambit Accepted: Kieseritzky Gambit, Anderssen Defense",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Nf6 6. Bc4 d5 7. exd5 Bd6,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 g8f6 f1c4 d7d5 e4d5 f8d6,rnbqk2r/ppp2p1p/3b1n2/3PN3/2B2ppP/8/PPPP2P1/RNBQK2R w KQkq -,Kieseritzky Gambit,C39 Kieseritzky Gambit
C39,"King's Gambit Accepted: Kieseritzky Gambit, Anderssen-Cordel Gambit",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Nf6 6. Bc4 d5 7. exd5 Bd6 8. d4 Nh5 9. Bxf4 Nxf4,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 g8f6 f1c4 d7d5 e4d5 f8d6 d2d4 f6h5 c1f4 h5f4,rnbqk2r/ppp2p1p/3b4/3PN3/2BP1npP/8/PPP3P1/RN1QK2R w KQkq -,Anderssen-Cordel Gambit,C39 Anderssen-Cordel Gambit
C39,"King's Gambit Accepted: Kieseritzky Gambit, Berlin Defense",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Nf6,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 g8f6,rnbqkb1r/pppp1p1p/5n2/4N3/4PppP/8/PPPP2P1/RNBQKB1R w KQkq -,Kieseritzky Gambit,C39 Kieseritzky Gambit
C39,"King's Gambit Accepted: Kieseritzky Gambit, Berlin Defense, Rubinstein Variation",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Nf6 6. d4,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 g8f6 d2d4,rnbqkb1r/pppp1p1p/5n2/4N3/3PPppP/8/PPP3P1/RNBQKB1R b KQkq -,Kieseritzky Gambit,C39 Kieseritzky Gambit
C39,"King's Gambit Accepted: Kieseritzky Gambit, Berlin Defense, de Riviere Variation",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Nf6 6. Nxg4 d5,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 g8f6 e5g4 d7d5,rnbqkb1r/ppp2p1p/5n2/3p4/4PpNP/8/PPPP2P1/RNBQKB1R w KQkq -,Kieseritzky Gambit,C39 Kieseritzky Gambit
C39,"King's Gambit Accepted: Kieseritzky Gambit, Brentano Defense",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 d5,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 d7d5,rnbqkbnr/ppp2p1p/8/3pN3/4PppP/8/PPPP2P1/RNBQKB1R w KQkq -,Kieseritzky Gambit,C39 Kieseritzky Gambit
C39,"King's Gambit Accepted: Kieseritzky Gambit, Brentano Defense",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 d5 6. d4 Nf6 7. Bxf4,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 d7d5 d2d4 g8f6 c1f4,rnbqkb1r/ppp2p1p/5n2/3pN3/3PPBpP/8/PPP3P1/RN1QKB1R b KQkq -,Kieseritzky Gambit,C39 Kieseritzky Gambit
C39,"King's Gambit Accepted: Kieseritzky Gambit, Brentano Defense, Caro Variation",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 d5 6. d4 Nf6 7. Bxf4 Nxe4 8. Nd2,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 d7d5 d2d4 g8f6 c1f4 f6e4 b1d2,rnbqkb1r/ppp2p1p/8/3pN3/3PnBpP/8/PPPN2P1/R2QKB1R b KQkq -,Kieseritzky Gambit,C39 Kieseritzky Gambit
C39,"King's Gambit Accepted: Kieseritzky Gambit, Brentano Defense, Kaplanek Variation",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 d5 6. d4 Nf6 7. exd5 Qxd5 8. Nc3 Bb4 9. Kf2,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 d7d5 d2d4 g8f6 e4d5 d8d5 b1c3 f8b4 e1f2,rnb1k2r/ppp2p1p/5n2/3qN3/1b1P1ppP/2N5/PPP2KP1/R1BQ1B1R b kq -,Kieseritzky Gambit,C39 Kieseritzky Gambit
C39,"King's Gambit Accepted: Kieseritzky Gambit, Cotter Gambit",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ng5 h6 6. Nxf7,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3g5 h7h6 g5f7,rnbqkbnr/pppp1N2/7p/8/4PppP/8/PPPP2P1/RNBQKB1R b KQkq -,Cotter Gambit,C39 Cotter Gambit
C39,"King's Gambit Accepted: Kieseritzky Gambit, Kolisch Defense",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 d6,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 d7d6,rnbqkbnr/ppp2p1p/3p4/4N3/4PppP/8/PPPP2P1/RNBQKB1R w KQkq -,Kieseritzky Gambit,C39 Kieseritzky Gambit
C39,"King's Gambit Accepted: Kieseritzky Gambit, Long Whip",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 h5,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 h7h5,rnbqkbnr/pppp1p2/8/4N2p/4PppP/8/PPPP2P1/RNBQKB1R w KQkq -,Kieseritzky Gambit,C39 Kieseritzky Gambit
C39,"King's Gambit Accepted: Kieseritzky Gambit, Neumann Defense",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Nc6,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 b8c6,r1bqkbnr/pppp1p1p/2n5/4N3/4PppP/8/PPPP2P1/RNBQKB1R w KQkq -,Kieseritzky Gambit,C39 Kieseritzky Gambit
C39,"King's Gambit Accepted: Kieseritzky Gambit, Paulsen Defense",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Bg7,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 f8g7,rnbqk1nr/pppp1pbp/8/4N3/4PppP/8/PPPP2P1/RNBQKB1R w KQkq -,Kieseritzky Gambit,C39 Kieseritzky Gambit
C39,"King's Gambit Accepted: Kieseritzky Gambit, Paulsen Defense Deferred",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Nf6 6. Bc4 d5 7. exd5 Bg7,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 g8f6 f1c4 d7d5 e4d5 f8g7,rnbqk2r/ppp2pbp/5n2/3PN3/2B2ppP/8/PPPP2P1/RNBQK2R w KQkq -,Kieseritzky Gambit,C39 Kieseritzky Gambit
C39,"King's Gambit Accepted: Kieseritzky Gambit, Rice Gambit",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Nf6 6. Bc4 d5 7. exd5 Bd6 8. O-O Bxe5,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 g8f6 f1c4 d7d5 e4d5 f8d6 e1g1 d6e5,rnbqk2r/ppp2p1p/5n2/3Pb3/2B2ppP/8/PPPP2P1/RNBQ1RK1 w kq -,Rice Gambit,C39 Rice Gambit
C39,"King's Gambit Accepted: Kieseritzky Gambit, Rosenthal Defense",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Qe7,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 d8e7,rnb1kbnr/ppppqp1p/8/4N3/4PppP/8/PPPP2P1/RNBQKB1R w KQkq -,Kieseritzky Gambit,C39 Kieseritzky Gambit
C39,"King's Gambit Accepted: Kieseritzky, Long Whip Defense, Jaenisch Variation",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 h5 6. Bc4 Rh7 7. d4 Bh6 8. Nc3,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 h7h5 f1c4 h8h7 d2d4 f8h6 b1c3,rnbqk1n1/pppp1p1r/7b/4N2p/2BPPppP/2N5/PPP3P1/R1BQK2R b KQq -,King's Gambit,C39 King's Gambit
C39,"King's Gambit Accepted: Kieseritzky, Polerio Defense",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Be7,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 f8e7,rnbqk1nr/ppppbp1p/8/4N3/4PppP/8/PPPP2P1/RNBQKB1R w KQkq -,King's Gambit,C39 King's Gambit
C39,"King's Gambit Accepted: Kieseritzky, Rice Gambit",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Nf6 6. Bc4 d5 7. exd5 Bd6 8. O-O,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 g8f6 f1c4 d7d5 e4d5 f8d6 e1g1,rnbqk2r/ppp2p1p/3b1n2/3PN3/2B2ppP/8/PPPP2P1/RNBQ1RK1 b kq -,Rice Gambit,C39 Rice Gambit
C39,"King's Gambit Accepted: Kieseritzky, Salvio Defense, Cozio Variation",1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Qe7 6. d4 f5 7. Bc4,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4 g5g4 f3e5 d8e7 d2d4 f7f5 f1c4,rnb1kbnr/ppppq2p/8/4Np2/2BPPppP/8/PPP3P1/RNBQK2R b KQkq -,King's Gambit,C39 King's Gambit
C39,King's Gambit Accepted: King Knight's Gambit,1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 h2h4,rnbqkbnr/pppp1p1p/8/6p1/4Pp1P/5N2/PPPP2P1/RNBQKB1R b KQkq -,King Knight's Gambit,C39 King Knight's Gambit
C40,Elephant Gambit,1. e4 e5 2. Nf3 d5,e2e4 e7e5 g1f3 d7d5,rnbqkbnr/ppp2ppp/8/3pp3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,Elephant Gambit,C40 Elephant Gambit
C40,Elephant Gambit: Maróczy Gambit,1. e4 e5 2. Nf3 d5 3. exd5 Bd6,e2e4 e7e5 g1f3 d7d5 e4d5 f8d6,rnbqk1nr/ppp2ppp/3b4/3Pp3/8/5N2/PPPP1PPP/RNBQKB1R w KQkq -,Maróczy Gambit,C40 Maróczy Gambit
C40,Elephant Gambit: Paulsen Countergambit,1. e4 e5 2. Nf3 d5 3. exd5 e4,e2e4 e7e5 g1f3 d7d5 e4d5 e5e4,rnbqkbnr/ppp2ppp/8/3P4/4p3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,Paulsen Countergambit,C40 Paulsen Countergambit
C40,Elephant Gambit: Wasp Variation,1. e4 e5 2. Nf3 d5 3. Nxe5 dxe4 4. Bc4 Qg5,e2e4 e7e5 g1f3 d7d5 f3e5 d5e4 f1c4 d8g5,rnb1kbnr/ppp2ppp/8/4N1q1/2B1p3/8/PPPP1PPP/RNBQK2R w KQkq -,Elephant Gambit,C40 Elephant Gambit
C40,King's Pawn Game: Busch-Gass Gambit,1. e4 e5 2. Nf3 Bc5,e2e4 e7e5 g1f3 f8c5,rnbqk1nr/pppp1ppp/8/2b1p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,Busch-Gass Gambit,C40 Busch-Gass Gambit
C40,"King's Pawn Game: Busch-Gass Gambit, Chiodini Gambit",1. e4 e5 2. Nf3 Bc5 3. Nxe5 Nc6,e2e4 e7e5 g1f3 f8c5 f3e5 b8c6,r1bqk1nr/pppp1ppp/2n5/2b1N3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq -,Chiodini Gambit,C40 Chiodini Gambit
C40,"King's Pawn Game: Damiano Defense, Damiano Gambit",1. e4 e5 2. Nf3 f6 3. Nxe5 fxe5 4. Qh5+ g6 5. Qxe5+ Qe7 6. Qxh8,e2e4 e7e5 g1f3 f7f6 f3e5 f6e5 d1h5 g7g6 h5e5 d8e7 e5h8,rnb1kbnQ/ppppq2p/6p1/8/4P3/8/PPPP1PPP/RNB1KB1R b KQq -,Damiano Gambit,C40 Damiano Gambit
C40,"King's Pawn Game: Damiano Defense, Damiano Gambit, Chigorin Gambit",1. e4 e5 2. Nf3 f6 3. Nxe5 Qe7 4. Nf3 d5,e2e4 e7e5 g1f3 f7f6 f3e5 d8e7 e5f3 d7d5,rnb1kbnr/ppp1q1pp/5p2/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,Chigorin Gambit,C40 Chigorin Gambit
C40,"King's Pawn Game: Gunderam Defense, Gunderam Gambit",1. e4 e5 2. Nf3 Qe7 3. Bc4 f5,e2e4 e7e5 g1f3 d8e7 f1c4 f7f5,rnb1kbnr/ppppq1pp/8/4pp2/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq -,Gunderam Gambit,C40 Gunderam Gambit
