eco,name,pgn,uci,epd,gambit_name,eco_gambit_name
C89,"Ruy Lopez: Marshall Attack, Main Line, Spassky Variation",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3 15. Be3 Bg4 16. Qd3 Rae8 17. Nd2 Re6 18. a4 Qh5,e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 e8g8 c2c3 d7d5 e4d5 f6d5 f3e5 c6e5 e1e5 c7c6 d2d4 e7d6 e5e1 d8h4 g2g3 h4h3 c1e3 c8g4 d1d3 a8e8 b1d2 e8e6 a2a4 h3h5,5rk1/5ppp/p1pbr3/1p1n3q/P2P2b1/1BPQB1P1/1P1N1P1P/R3R1K1 w - -,Ruy Lopez: Marshall Attack,C89 Ruy Lopez: Marshall Attack
C89,"Ruy Lopez: Marshall Attack, Modern Main Line",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. d4 Bd6 13. Re1 Qh4 14. g3 Qh3,e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 e8g8 c2c3 d7d5 e4d5 f6d5 f3e5 c6e5 e1e5 c7c6 d2d4 e7d6 e5e1 d8h4 g2g3 h4h3,r1b2rk1/5ppp/p1pb4/1p1n4/3P4/1BP3Pq/PP3P1P/RNBQR1K1 w - -,Ruy Lopez: Marshall Attack,C89 Ruy Lopez: Marshall Attack
C89,"Ruy Lopez: Marshall Attack, Modern Variation",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6,e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 e8g8 c2c3 d7d5 e4d5 f6d5 f3e5 c6e5 e1e5 c7c6,r1bq1rk1/4bppp/p1p5/1p1nR3/8/1BP5/PP1P1PPP/RNBQ2K1 w - -,Ruy Lopez: Marshall Attack,C89 Ruy Lopez: Marshall Attack
C89,"Ruy Lopez: Marshall Attack, Original Marshall Attack",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 Nf6,e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 e8g8 c2c3 d7d5 e4d5 f6d5 f3e5 c6e5 e1e5 d5f6,r1bq1rk1/2p1bppp/p4n2/1p2R3/8/1BP5/PP1P1PPP/RNBQ2K1 w - -,Ruy Lopez: Marshall Attack,C89 Ruy Lopez: Marshall Attack
C89,"Ruy Lopez: Marshall Attack, Re3 Variation",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 Nxd5 10. Nxe5 Nxe5 11. Rxe5 c6 12. Bxd5 cxd5 13. d4 Bd6 14. Re3,e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 e8g8 c2c3 d7d5 e4d5 f6d5 f3e5 c6e5 e1e5 c7c6 b3d5 c6d5 d2d4 e7d6 e5e3,r1bq1rk1/5ppp/p2b4/1p1p4/3P4/2P1R3/PP3PPP/RNBQ2K1 b - -,Ruy Lopez: Marshall Attack,C89 Ruy Lopez: Marshall Attack
C89,"Ruy Lopez: Marshall Attack, Steiner Variation",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5 9. exd5 e4,e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 e8g8 c2c3 d7d5 e4d5 e5e4,r1bq1rk1/2p1bppp/p1n2n2/1p1P4/4p3/1BP2N2/PP1P1PPP/RNBQR1K1 w - -,Ruy Lopez: Marshall Attack,C89 Ruy Lopez: Marshall Attack
D00,Blackmar Gambit,1. d4 d5 2. e4,d2d4 d7d5 e2e4,rnbqkbnr/ppp1pppp/8/3p4/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,Blackmar Gambit,D00 Blackmar Gambit
D00,Blackmar-Diemer Gambit,1. d4 d5 2. e4 dxe4 3. Nc3,d2d4 d7d5 e2e4 d5e4 b1c3,rnbqkbnr/ppp1pppp/8/8/3Pp3/2N5/PPP2PPP/R1BQKBNR b KQkq -,Blackmar-Diemer Gambit,D00 Blackmar-Diemer Gambit
D00,Blackmar-Diemer Gambit,1. d4 Nf6 2. Nc3 d5 3. e4,d2d4 g8f6 b1c3 d7d5 e2e4,rnbqkb1r/ppp1pppp/5n2/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq -,Blackmar-Diemer Gambit,D00 Blackmar-Diemer Gambit
D00,"Blackmar-Diemer Gambit: Bogoljubov Defense, Mad Dog Attack",1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 g6 6. Bc4 Bg7 7. h4,d2d4 d7d5 e2e4 d5e4 b1c3 g8f6 f2f3 e4f3 g1f3 g7g6 f1c4 f8g7 h2h4,rnbqk2r/ppp1ppbp/5np1/8/2BP3P/2N2N2/PPP3P1/R1BQK2R b KQkq -,Blackmar-Diemer Gambit,D00 Blackmar-Diemer Gambit
D00,Blackmar-Diemer Gambit: Bogoljubov Variation,1. d4 Nf6 2. Nc3 d5 3. e4 dxe4 4. f3 exf3 5. Nxf3 g6,d2d4 g8f6 b1c3 d7d5 e2e4 d5e4 f2f3 e4f3 g1f3 g7g6,rnbqkb1r/ppp1pp1p/5np1/8/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq -,Blackmar-Diemer Gambit,D00 Blackmar-Diemer Gambit
D00,"Blackmar-Diemer Gambit: Bogoljubov Variation, Kloss Attack",1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 g6 6. Bc4 Bg7 7. O-O O-O 8. Kh1,d2d4 d7d5 e2e4 d5e4 b1c3 g8f6 f2f3 e4f3 g1f3 g7g6 f1c4 f8g7 e1g1 e8g8 g1h1,rnbq1rk1/ppp1ppbp/5np1/8/2BP4/2N2N2/PPP3PP/R1BQ1R1K b - -,Blackmar-Diemer Gambit,D00 Blackmar-Diemer Gambit
D00,"Blackmar-Diemer Gambit: Bogoljubov Variation, Nimzowitsch Attack",1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 g6 6. Bc4 Bg7 7. Ne5,d2d4 d7d5 e2e4 d5e4 b1c3 g8f6 f2f3 e4f3 g1f3 g7g6 f1c4 f8g7 f3e5,rnbqk2r/ppp1ppbp/5np1/4N3/2BP4/2N5/PPP3PP/R1BQK2R b KQkq -,Blackmar-Diemer Gambit,D00 Blackmar-Diemer Gambit
D00,"Blackmar-Diemer Gambit: Bogoljubov Variation, Studier Attack",1. d4 Nf6 2. Nc3 d5 3. e4 dxe4 4. f3 exf3 5. Nxf3 g6 6. Bc4 Bg7 7. O-O O-O 8. Qe1,d2d4 g8f6 b1c3 d7d5 e2e4 d5e4 f2f3 e4f3 g1f3 g7g6 f1c4 f8g7 e1g1 e8g8 d1e1,rnbq1rk1/ppp1ppbp/5np1/8/2BP4/2N2N2/PPP3PP/R1B1QRK1 b - -,Blackmar-Diemer Gambit,D00 Blackmar-Diemer Gambit
D00,Blackmar-Diemer Gambit: Diemer-Rosenberg Attack,1. d4 d5 2. e4 dxe4 3. Be3,d2d4 d7d5 e2e4 d5e4 c1e3,rnbqkbnr/ppp1pppp/8/8/3Pp3/4B3/PPP2PPP/RN1QKBNR b KQkq -,Blackmar-Diemer Gambit,D00 Blackmar-Diemer Gambit
D00,Blackmar-Diemer Gambit: Euwe Defense,1. d4 Nf6 2. Nc3 d5 3. e4 dxe4 4. f3 exf3 5. Nxf3 e6,d2d4 g8f6 b1c3 d7d5 e2e4 d5e4 f2f3 e4f3 g1f3 e7e6,rnbqkb1r/ppp2ppp/4pn2/8/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq -,Blackmar-Diemer Gambit,D00 Blackmar-Diemer Gambit
D00,"Blackmar-Diemer Gambit: Euwe Defense, Zilbermints Gambit",1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 e6 6. Bg5 Be7 7. Bd3 Nc6 8. O-O Nxd4 9. Kh1,d2d4 d7d5 e2e4 d5e4 b1c3 g8f6 f2f3 e4f3 g1f3 e7e6 c1g5 f8e7 f1d3 b8c6 e1g1 c6d4 g1h1,r1bqk2r/ppp1bppp/4pn2/6B1/3n4/2NB1N2/PPP3PP/R2Q1R1K b kq -,Zilbermints Gambit,D00 Zilbermints Gambit
D00,Blackmar-Diemer Gambit: Fritz Attack,1. d4 d5 2. e4 dxe4 3. Bc4,d2d4 d7d5 e2e4 d5e4 f1c4,rnbqkbnr/ppp1pppp/8/8/2BPp3/8/PPP2PPP/RNBQK1NR b KQkq -,Blackmar-Diemer Gambit,D00 Blackmar-Diemer Gambit
D00,Blackmar-Diemer Gambit: Gedult Gambit,1. d4 d5 2. e4 dxe4 3. f3,d2d4 d7d5 e2e4 d5e4 f2f3,rnbqkbnr/ppp1pppp/8/8/3Pp3/5P2/PPP3PP/RNBQKBNR b KQkq -,Gedult Gambit,D00 Gedult Gambit
D00,Blackmar-Diemer Gambit: Kaulich Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 c5,d2d4 d7d5 e2e4 d5e4 b1c3 g8f6 f2f3 e4f3 g1f3 c7c5,rnbqkb1r/pp2pppp/5n2/2p5/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq -,Blackmar-Diemer Gambit,D00 Blackmar-Diemer Gambit
D00,"Blackmar-Diemer Gambit: Lemberger Countergambit, Diemer Attack",1. d4 d5 2. e4 dxe4 3. Nc3 e5 4. Be3,d2d4 d7d5 e2e4 d5e4 b1c3 e7e5 c1e3,rnbqkbnr/ppp2ppp/8/4p3/3Pp3/2N1B3/PPP2PPP/R2QKBNR b KQkq -,Lemberger Countergambit,D00 Lemberger Countergambit
D00,"Blackmar-Diemer Gambit: Lemberger Countergambit, Endgame Variation",1. d4 d5 2. e4 dxe4 3. Nc3 e5 4. dxe5,d2d4 d7d5 e2e4 d5e4 b1c3 e7e5 d4e5,rnbqkbnr/ppp2ppp/8/4P3/4p3/2N5/PPP2PPP/R1BQKBNR b KQkq -,Lemberger Countergambit,D00 Lemberger Countergambit
D00,"Blackmar-Diemer Gambit: Lemberger Countergambit, Rassmussen Attack",1. d4 d5 2. e4 dxe4 3. Nc3 e5 4. Nge2,d2d4 d7d5 e2e4 d5e4 b1c3 e7e5 g1e2,rnbqkbnr/ppp2ppp/8/4p3/3Pp3/2N5/PPP1NPPP/R1BQKB1R b KQkq -,Lemberger Countergambit,D00 Lemberger Countergambit
D00,"Blackmar-Diemer Gambit: Lemberger Countergambit, Simple Variation",1. d4 d5 2. e4 dxe4 3. Nc3 e5 4. Nxe4,d2d4 d7d5 e2e4 d5e4 b1c3 e7e5 c3e4,rnbqkbnr/ppp2ppp/8/4p3/3PN3/8/PPP2PPP/R1BQKBNR b KQkq -,Lemberger Countergambit,D00 Lemberger Countergambit
D00,"Blackmar-Diemer Gambit: Lemberger Countergambit, Sneider Attack",1. e4 d5 2. d4 dxe4 3. Nc3 e5 4. Qh5,e2e4 d7d5 d2d4 d5e4 b1c3 e7e5 d1h5,rnbqkbnr/ppp2ppp/8/4p2Q/3Pp3/2N5/PPP2PPP/R1B1KBNR b KQkq -,Lemberger Countergambit,D00 Lemberger Countergambit
D00,Blackmar-Diemer Gambit: Pietrowsky Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Nc6,d2d4 d7d5 e2e4 d5e4 b1c3 g8f6 f2f3 e4f3 g1f3 b8c6,r1bqkb1r/ppp1pppp/2n2n2/8/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq -,Blackmar-Diemer Gambit,D00 Blackmar-Diemer Gambit
D00,Blackmar-Diemer Gambit: Rasa-Studier Gambit,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Be3,d2d4 d7d5 e2e4 d5e4 b1c3 g8f6 c1e3,rnbqkb1r/ppp1pppp/5n2/8/3Pp3/2N1B3/PPP2PPP/R2QKBNR b KQkq -,Rasa-Studier Gambit,D00 Rasa-Studier Gambit
D00,Blackmar-Diemer Gambit: Ritter Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 b6,d2d4 d7d5 e2e4 d5e4 b1c3 g8f6 f2f3 e4f3 g1f3 b7b6,rnbqkb1r/p1p1pppp/1p3n2/8/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq -,Blackmar-Diemer Gambit,D00 Blackmar-Diemer Gambit
D00,Blackmar-Diemer Gambit: Rook Pawn Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 h5,d2d4 d7d5 e2e4 d5e4 b1c3 g8f6 f2f3 e4f3 g1f3 h7h5,rnbqkb1r/ppp1ppp1/5n2/7p/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq -,Blackmar-Diemer Gambit,D00 Blackmar-Diemer Gambit
D00,Blackmar-Diemer Gambit: Ryder Gambit,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3,d2d4 d7d5 e2e4 d5e4 b1c3 g8f6 f2f3 e4f3 d1f3,rnbqkb1r/ppp1pppp/5n2/8/3P4/2N2Q2/PPP3PP/R1B1KBNR b KQkq -,Ryder Gambit,D00 Ryder Gambit
D00,Blackmar-Diemer Gambit: Schlutter Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Nbd7,d2d4 d7d5 e2e4 d5e4 b1c3 g8f6 f2f3 e4f3 g1f3 b8d7,r1bqkb1r/pppnpppp/5n2/8/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq -,Blackmar-Diemer Gambit,D00 Blackmar-Diemer Gambit
D00,Blackmar-Diemer Gambit: Tartakower Variation,1. e4 d5 2. d4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bf5,e2e4 d7d5 d2d4 d5e4 b1c3 g8f6 f2f3 e4f3 g1f3 c8f5,rn1qkb1r/ppp1pppp/5n2/5b2/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq -,Blackmar-Diemer Gambit,D00 Blackmar-Diemer Gambit
D00,Blackmar-Diemer Gambit: Teichmann Variation,1. e4 d5 2. d4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 Bg4,e2e4 d7d5 d2d4 d5e4 b1c3 g8f6 f2f3 e4f3 g1f3 c8g4,rn1qkb1r/ppp1pppp/5n2/8/3P2b1/2N2N2/PPP3PP/R1BQKB1R w KQkq -,Blackmar-Diemer Gambit,D00 Blackmar-Diemer Gambit
D00,Blackmar-Diemer Gambit: Vienna Variation,1. d4 Nf6 2. Nc3 d5 3. e4 dxe4 4. f3 Bf5,d2d4 g8f6 b1c3 d7d5 e2e4 d5e4 f2f3 c8f5,rn1qkb1r/ppp1pppp/5n2/5b2/3Pp3/2N2P2/PPP3PP/R1BQKBNR w KQkq -,Blackmar-Diemer Gambit,D00 Blackmar-Diemer Gambit
D00,Blackmar-Diemer Gambit: Zeller Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Bf5,d2d4 d7d5 e2e4 d5e4 b1c3 c8f5,rn1qkbnr/ppp1pppp/8/5b2/3Pp3/2N5/PPP2PPP/R1BQKBNR w KQkq -,Blackmar-Diemer Gambit,D00 Blackmar-Diemer Gambit
D00,"Blackmar-Diemer Gambit: Zeller Defense, Soller Attack",1. d4 d5 2. e4 dxe4 3. Nc3 Bf5 4. f3 Nf6 5. Bc4,d2d4 d7d5 e2e4 d5e4 b1c3 c8f5 f2f3 g8f6 f1c4,rn1qkb1r/ppp1pppp/5n2/5b2/2BPp3/2N2P2/PPP3PP/R1BQK1NR b KQkq -,Blackmar-Diemer Gambit,D00 Blackmar-Diemer Gambit
D00,Blackmar-Diemer Gambit: Ziegler Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Nxf3 c6,d2d4 d7d5 e2e4 d5e4 b1c3 g8f6 f2f3 e4f3 g1f3 c7c6,rnbqkb1r/pp2pppp/2p2n2/8/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq -,Blackmar-Diemer Gambit,D00 Blackmar-Diemer Gambit
D00,Blackmar-Diemer Gambit: von Popiel Gambit,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Bg5,d2d4 d7d5 e2e4 d5e4 b1c3 g8f6 c1g5,rnbqkb1r/ppp1pppp/5n2/6B1/3Pp3/2N5/PPP2PPP/R2QKBNR b KQkq -,von Popiel Gambit,D00 von Popiel Gambit
D00,"Blackmar-Diemer Gambit: von Popiel Gambit, Zilbermints Variation",1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Bg5 Bf5 5. Bxf6 exf6 6. g4 Bg6 7. Qe2 Bb4 8. Qb5+,d2d4 d7d5 e2e4 d5e4 b1c3 g8f6 c1g5 c8f5 g5f6 e7f6 g2g4 f5g6 d1e2 f8b4 e2b5,rn1qk2r/ppp2ppp/5pb1/1Q6/1b1Pp1P1/2N5/PPP2P1P/R3KBNR b KQkq -,von Popiel Gambit,D00 von Popiel Gambit
D00,"Blackmar-Diemer, Lemberger Countergambit",1. d4 d5 2. Nc3 Nf6 3. e4 e5,d2d4 d7d5 b1c3 g8f6 e2e4 e7e5,rnbqkb1r/ppp2ppp/5n2/3pp3/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -,Lemberger Countergambit,D00 Lemberger Countergambit
D00,"Queen's Pawn Game: Chigorin Variation, Irish Gambit",1. d4 d5 2. Nc3 c5,d2d4 d7d5 b1c3 c7c5,rnbqkbnr/pp2pppp/8/2pp4/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq -,Irish Gambit,D00 Irish Gambit
D00,"Queen's Pawn Game: Chigorin Variation, Shaviliuk Gambit",1. d4 d5 2. Nc3 e5,d2d4 d7d5 b1c3 e7e5,rnbqkbnr/ppp2ppp/8/3pp3/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq -,Shaviliuk Gambit,D00 Shaviliuk Gambit
D00,Queen's Pawn Game: Hübsch Gambit,1. d4 Nf6 2. Nc3 d5 3. e4 Nxe4,d2d4 g8f6 b1c3 d7d5 e2e4 f6e4,rnbqkb1r/ppp1pppp/8/3p4/3Pn3/2N5/PPP2PPP/R1BQKBNR w KQkq -,Hübsch Gambit,D00 Hübsch Gambit
D00,Queen's Pawn Game: Morris Countergambit,1. d4 d5 2. Bf4 c5 3. e4,d2d4 d7d5 c1f4 c7c5 e2e4,rnbqkbnr/pp2pppp/8/2pp4/3PPB2/8/PPP2PPP/RN1QKBNR b KQkq -,Morris Countergambit,D00 Morris Countergambit
D00,Queen's Pawn Game: Steinitz Countergambit,1. d4 d5 2. Bf4 c5,d2d4 d7d5 c1f4 c7c5,rnbqkbnr/pp2pppp/8/2pp4/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq -,Steinitz Countergambit,D00 Steinitz Countergambit
D00,Queen's Pawn Game: Zurich Gambit,1. d4 d5 2. g4,d2d4 d7d5 g2g4,rnbqkbnr/ppp1pppp/8/3p4/3P2P1/8/PPP1PP1P/RNBQKBNR b KQkq -,Zurich Gambit,D00 Zurich Gambit
D01,Veresov Opening: Malich Gambit,1. d4 Nf6 2. Nc3 d5 3. Bg5 c5 4. Bxf6 gxf6 5. e4 dxe4 6. d5,d2d4 g8f6 b1c3 d7d5 c1g5 c7c5 g5f6 g7f6 e2e4 d5e4 d4d5,rnbqkb1r/pp2pp1p/5p2/2pP4/4p3/2N5/PPP2PPP/R2QKBNR b KQkq -,Malich Gambit,D01 Malich Gambit
D02,Queen's Gambit Accepted: Rosenthal Variation,1. d4 d5 2. Nf3 e6 3. c4 dxc4,d2d4 d7d5 g1f3 e7e6 c2c4 d5c4,rnbqkbnr/ppp2ppp/4p3/8/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq -,Queen's Gambit,D02 Queen's Gambit
D02,Queen's Pawn Game: Chandler Gambit,1. d4 d5 2. Nf3 c5 3. g3 cxd4 4. Bg2,d2d4 d7d5 g1f3 c7c5 g2g3 c5d4 f1g2,rnbqkbnr/pp2pppp/8/3p4/3p4/5NP1/PPP1PPBP/RNBQK2R b KQkq -,Chandler Gambit,D02 Chandler Gambit
D02,Queen's Pawn Game: Zilbermints Countergambit,1. d4 d5 2. Nf3 Nf6 3. c4 b5,d2d4 d7d5 g1f3 g8f6 c2c4 b7b5,rnbqkb1r/p1p1pppp/5n2/1p1p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq -,Zilbermints Countergambit,D02 Zilbermints Countergambit
D10,Slav Defense: Diemer Gambit,1. c4 c6 2. e4 d5 3. d4,c2c4 c7c6 e2e4 d7d5 d2d4,rnbqkbnr/pp2pppp/2p5/3p4/2PPP3/8/PP3PPP/RNBQKBNR b KQkq -,Diemer Gambit,D10 Diemer Gambit
D10,"Slav Defense: Slav Gambit, Alekhine Attack",1. d4 d5 2. c4 c6 3. Nc3 dxc4 4. e4,d2d4 d7d5 c2c4 c7c6 b1c3 d5c4 e2e4,rnbqkbnr/pp2pppp/2p5/8/2pPP3/2N5/PP3PPP/R1BQKBNR b KQkq -,Slav Gambit,D10 Slav Gambit
D10,Slav Defense: Winawer Countergambit,1. d4 d5 2. c4 c6 3. Nc3 e5,d2d4 d7d5 c2c4 c7c6 b1c3 e7e5,rnbqkbnr/pp3ppp/2p5/3pp3/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq -,Winawer Countergambit,D10 Winawer Countergambit
D10,"Slav Defense: Winawer Countergambit, Anti-Winawer Gambit",1. d4 d5 2. c4 c6 3. Nc3 e5 4. e4,d2d4 d7d5 c2c4 c7c6 b1c3 e7e5 e2e4,rnbqkbnr/pp3ppp/2p5/3pp3/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq -,Anti-Winawer Gambit,D10 Anti-Winawer Gambit
D11,Slav Defense: Bonet Gambit,1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Bg5,d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 c1g5,rnbqkb1r/pp2pppp/2p2n2/3p2B1/2PP4/5N2/PP2PPPP/RN1QKB1R b KQkq -,Bonet Gambit,D11 Bonet Gambit
D15,Slav Defense: Geller Gambit,1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. e4,d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 e2e4,rnbqkb1r/pp2pppp/2p2n2/8/2pPP3/2N2N2/PP3PPP/R1BQKB1R b KQkq -,Geller Gambit,D15 Geller Gambit
D15,Slav Defense: Geller Gambit,1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. e4 b5 6. e5,d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 e2e4 b7b5 e4e5,rnbqkb1r/p3pppp/2p2n2/1p2P3/2pP4/2N2N2/PP3PPP/R1BQKB1R b KQkq -,Geller Gambit,D15 Geller Gambit
D17,"Slav Defense: Czech Variation, Krause Attack, Fazekas Gambit",1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. Ne5 Na6 7. e4,d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3e5 b8a6 e2e4,r2qkb1r/pp2pppp/n1p2n2/4Nb2/P1pPP3/2N5/1P3PPP/R1BQKB1R b KQkq -,Fazekas Gambit,D17 Fazekas Gambit
D20,Queen's Gambit Accepted,1. d4 d5 2. c4 dxc4,d2d4 d7d5 c2c4 d5c4,rnbqkbnr/ppp1pppp/8/8/2pP4/8/PP2PPPP/RNBQKBNR w KQkq -,Queen's Gambit,D20 Queen's Gambit
D20,Queen's Gambit Accepted: Accelerated Mannheim Variation,1. d4 d5 2. c4 dxc4 3. Qa4+,d2d4 d7d5 c2c4 d5c4 d1a4,rnbqkbnr/ppp1pppp/8/8/Q1pP4/8/PP2PPPP/RNB1KBNR b KQkq -,Queen's Gambit,D20 Queen's Gambit
D20,"Queen's Gambit Accepted: Central Variation, Alekhine System",1. d4 d5 2. c4 dxc4 3. e4 Nf6,d2d4 d7d5 c2c4 d5c4 e2e4 g8f6,rnbqkb1r/ppp1pppp/5n2/8/2pPP3/8/PP3PPP/RNBQKBNR w KQkq -,Queen's Gambit,D20 Queen's Gambit
D20,"Queen's Gambit Accepted: Central Variation, Greco Variation",1. d4 d5 2. c4 dxc4 3. e4 b5,d2d4 d7d5 c2c4 d5c4 e2e4 b7b5,rnbqkbnr/p1p1pppp/8/1p6/2pPP3/8/PP3PPP/RNBQKBNR w KQkq -,Queen's Gambit,D20 Queen's Gambit
D20,"Queen's Gambit Accepted: Central Variation, McDonnell Defense",1. d4 d5 2. c4 dxc4 3. e4 e5,d2d4 d7d5 c2c4 d5c4 e2e4 e7e5,rnbqkbnr/ppp2ppp/8/4p3/2pPP3/8/PP3PPP/RNBQKBNR w KQkq -,Queen's Gambit,D20 Queen's Gambit
D20,"Queen's Gambit Accepted: Central Variation, McDonnell Defense, Somov Gambit",1. d4 d5 2. c4 dxc4 3. e4 e5 4. Bxc4,d2d4 d7d5 c2c4 d5c4 e2e4 e7e5 f1c4,rnbqkbnr/ppp2ppp/8/4p3/2BPP3/8/PP3PPP/RNBQK1NR b KQkq -,Somov Gambit,D20 Somov Gambit
D20,"Queen's Gambit Accepted: Central Variation, Modern Defense",1. d4 d5 2. c4 dxc4 3. e4 Nc6,d2d4 d7d5 c2c4 d5c4 e2e4 b8c6,r1bqkbnr/ppp1pppp/2n5/8/2pPP3/8/PP3PPP/RNBQKBNR w KQkq -,Queen's Gambit,D20 Queen's Gambit
D20,"Queen's Gambit Accepted: Central Variation, Rubinstein Defense",1. d4 d5 2. c4 dxc4 3. e4 c5,d2d4 d7d5 c2c4 d5c4 e2e4 c7c5,rnbqkbnr/pp2pppp/8/2p5/2pPP3/8/PP3PPP/RNBQKBNR w KQkq -,Queen's Gambit,D20 Queen's Gambit
D20,"Queen's Gambit Accepted: Central Variation, Rubinstein Defense, Yefimov Gambit",1. d4 d5 2. c4 dxc4 3. e4 c5 4. d5 b5,d2d4 d7d5 c2c4 d5c4 e2e4 c7c5 d4d5 b7b5,rnbqkbnr/p3pppp/8/1ppP4/2p1P3/8/PP3PPP/RNBQKBNR w KQkq -,Yefimov Gambit,D20 Yefimov Gambit
